Gene_ID	human_gene_ID	TaxID	gene_symbol	human_gene_symbol	unique_human_gene_ID	unique_human_gene_symbol	HGNC_ID	unique_HGNC_ID
114902	114902	9606	C1QTNF5	C1QTNF5	114902	C1QTNF5	HGNC:14344	HGNC:14344
27290	27290	9606	SPINK4	SPINK4	27290	SPINK4	HGNC:16646	HGNC:16646
7922	7922	9606	SLC39A7	SLC39A7	7922	SLC39A7	HGNC:4927	HGNC:4927
2180	2180	9606	ACSL1	ACSL1	2180	ACSL1	HGNC:3569	HGNC:3569
26469	26469	9606	PTPN18	PTPN18	26469	PTPN18	HGNC:9649	HGNC:9649
114799	114799	9606	ESCO1	ESCO1	114799	ESCO1	HGNC:24645	HGNC:24645
1478	1478	9606	CSTF2	CSTF2	1478	CSTF2	HGNC:2484	HGNC:2484
7335	7335	9606	UBE2V1	UBE2V1	7335	UBE2V1	HGNC:12494	HGNC:12494
552	552	9606	AVPR1A	AVPR1A	552	AVPR1A	HGNC:895	HGNC:895
5211	5211	9606	PFKL	PFKL	5211	PFKL	HGNC:8876	HGNC:8876
23096	23096	9606	IQSEC2	IQSEC2	23096	IQSEC2	HGNC:29059	HGNC:29059
58160	58160	9606	NFE4	NFE4	58160	NFE4	HGNC:29902	HGNC:29902
389	389	9606	RHOC	RHOC	389	RHOC	HGNC:669	HGNC:669
406973	406973	9606	MIR196A2	MIR196A2	406973	MIR196A2	HGNC:31568	HGNC:31568
23564	23564	9606	DDAH2	DDAH2	23564	DDAH2	HGNC:2716	HGNC:2716
197358	197358	9606	NLRC3	NLRC3	197358	NLRC3	HGNC:29889	HGNC:29889
1803	1803	9606	DPP4	DPP4	1803	DPP4	HGNC:3009	HGNC:3009
27235	27235	9606	COQ2	COQ2	27235	COQ2	HGNC:25223	HGNC:25223
27000	27000	9606	DNAJC2	DNAJC2	27000	DNAJC2	HGNC:13192	HGNC:13192
1160	1160	9606	CKMT2	CKMT2	1160	CKMT2	HGNC:1996	HGNC:1996
200931	200931	9606	SLC51A	SLC51A	200931	SLC51A	HGNC:29955	HGNC:29955
23130	23130	9606	ATG2A	ATG2A	23130	ATG2A	HGNC:29028	HGNC:29028
3191	3191	9606	HNRNPL	HNRNPL	3191	HNRNPL	HGNC:5045	HGNC:5045
83595	83595	9606	SOX7	SOX7	83595	SOX7	HGNC:18196	HGNC:18196
3105	3105	9606	HLA-A	HLA-A	3105	HLA-A	HGNC:4931	HGNC:4931
204801	204801	9606	NLRP11	NLRP11	204801	NLRP11	HGNC:22945	HGNC:22945
10735	10735	9606	STAG2	STAG2	10735	STAG2	HGNC:11355	HGNC:11355
7419	7419	9606	VDAC3	VDAC3	7419	VDAC3	HGNC:12674	HGNC:12674
7363	7363	9606	UGT2B4	UGT2B4	7363	UGT2B4	HGNC:12553	HGNC:12553
6698	6698	9606	SPRR1A	SPRR1A	6698	SPRR1A	HGNC:11259	HGNC:11259
9441	9441	9606	MED26	MED26	9441	MED26	HGNC:2376	HGNC:2376
5888	5888	9606	RAD51	RAD51	5888	RAD51	HGNC:9817	HGNC:9817
54956	54956	9606	PARP16	PARP16	54956	PARP16	HGNC:26040	HGNC:26040
8874	8874	9606	ARHGEF7	ARHGEF7	8874	ARHGEF7	HGNC:15607	HGNC:15607
5429	5429	9606	POLH	POLH	5429	POLH	HGNC:9181	HGNC:9181
119016	119016	9606	AGAP4	AGAP4	119016	AGAP4	HGNC:23459	HGNC:23459
9061	9061	9606	PAPSS1	PAPSS1	9061	PAPSS1	HGNC:8603	HGNC:8603
5093	5093	9606	PCBP1	PCBP1	5093	PCBP1	HGNC:8647	HGNC:8647
84148	84148	9606	KAT8	KAT8	84148	KAT8	HGNC:17933	HGNC:17933
51003	51003	9606	MED31	MED31	51003	MED31	HGNC:24260	HGNC:24260
57412	57412	9606	AS3MT	AS3MT	57412	AS3MT	HGNC:17452	HGNC:17452
1387	1387	9606	CREBBP	CREBBP	1387	CREBBP	HGNC:2348	HGNC:2348
54856	54856	9606	GON4L	GON4L	54856	GON4L	HGNC:25973	HGNC:25973
399959	399959	9606	MIR100HG	MIR100HG	399959	MIR100HG	HGNC:39522	HGNC:39522
57804	57804	9606	POLD4	POLD4	57804	POLD4	HGNC:14106	HGNC:14106
1630	1630	9606	DCC	DCC	1630	DCC	HGNC:2701	HGNC:2701
26263	26263	9606	FBXO22	FBXO22	26263	FBXO22	HGNC:13593	HGNC:13593
325	325	9606	APCS	APCS	325	APCS	HGNC:584	HGNC:584
7545	7545	9606	ZIC1	ZIC1	7545	ZIC1	HGNC:12872	HGNC:12872
284836	284836	9606	LINC00319	LINC00319	284836	LINC00319	None	None
5710	5710	9606	PSMD4	PSMD4	5710	PSMD4	HGNC:9561	HGNC:9561
9535	9535	9606	GMFG	GMFG	9535	GMFG	HGNC:4374	HGNC:4374
100302280	100302280	9606	MIR1237	MIR1237	100302280	MIR1237	HGNC:33927	HGNC:33927
140875	140875	9606	LINC00028	LINC00028	140875	LINC00028	HGNC:16224	HGNC:16224
1204	1204	9606	CLNS1AP1	CLNS1AP1	1204	CLNS1AP1	None	None
1119	1119	9606	CHKA	CHKA	1119	CHKA	HGNC:1937	HGNC:1937
92659	92659	9606	MILIP	MILIP	92659	MILIP	HGNC:43649	HGNC:43649
1969	1969	9606	EPHA2	EPHA2	1969	EPHA2	HGNC:3386	HGNC:3386
10392	10392	9606	NOD1	NOD1	10392	NOD1	HGNC:16390	HGNC:16390
56034	56034	9606	PDGFC	PDGFC	56034	PDGFC	HGNC:8801	HGNC:8801
6822	6822	9606	SULT2A1	SULT2A1	6822	SULT2A1	HGNC:11458	HGNC:11458
4242	4242	9606	MFNG	MFNG	4242	MFNG	HGNC:7038	HGNC:7038
94039	94039	9606	ZNF101	ZNF101	94039	ZNF101	HGNC:12881	HGNC:12881
2940	2940	9606	GSTA3	GSTA3	2940	GSTA3	HGNC:4628	HGNC:4628
10242	10242	9606	KCNMB2	KCNMB2	10242	KCNMB2	HGNC:6286	HGNC:6286
4522	4522	9606	MTHFD1	MTHFD1	4522	MTHFD1	HGNC:7432	HGNC:7432
388403	388403	9606	YPEL2	YPEL2	388403	YPEL2	HGNC:18326	HGNC:18326
134728	134728	9606	IRAK1BP1	IRAK1BP1	134728	IRAK1BP1	HGNC:17368	HGNC:17368
23170	23170	9606	TTLL12	TTLL12	23170	TTLL12	HGNC:28974	HGNC:28974
51156	51156	9606	SERPINA10	SERPINA10	51156	SERPINA10	HGNC:15996	HGNC:15996
7127	7127	9606	TNFAIP2	TNFAIP2	7127	TNFAIP2	HGNC:11895	HGNC:11895
3773	3773	9606	KCNJ16	KCNJ16	3773	KCNJ16	HGNC:6262	HGNC:6262
8674	8674	9606	VAMP4	VAMP4	8674	VAMP4	HGNC:12645	HGNC:12645
440695	440695	9606	ETV3L	ETV3L	440695	ETV3L	HGNC:33834	HGNC:33834
23270	23270	9606	TSPYL4	TSPYL4	23270	TSPYL4	HGNC:21559	HGNC:21559
100506248	100506248	9606	PTMAP9	PTMAP9	100506248	PTMAP9	None	None
10980	10980	9606	COPS6	COPS6	10980	COPS6	HGNC:21749	HGNC:21749
1388	1388	9606	ATF6B	ATF6B	1388	ATF6B	HGNC:2349	HGNC:2349
84129	84129	9606	ACAD11	ACAD11	84129	ACAD11	HGNC:30211	HGNC:30211
51274	51274	9606	KLF3	KLF3	51274	KLF3	HGNC:16516	HGNC:16516
1804	1804	9606	DPP6	DPP6	1804	DPP6	HGNC:3010	HGNC:3010
5336	5336	9606	PLCG2	PLCG2	5336	PLCG2	HGNC:9066	HGNC:9066
9601	9601	9606	PDIA4	PDIA4	9601	PDIA4	HGNC:30167	HGNC:30167
58512	58512	9606	DLGAP3	DLGAP3	58512	DLGAP3	HGNC:30368	HGNC:30368
8880	8880	9606	FUBP1	FUBP1	8880	FUBP1	HGNC:4004	HGNC:4004
5453	5453	9606	POU3F1	POU3F1	5453	POU3F1	HGNC:9214	HGNC:9214
6181	6181	9606	RPLP2	RPLP2	6181	RPLP2	HGNC:10377	HGNC:10377
3297	3297	9606	HSF1	HSF1	3297	HSF1	HGNC:5224	HGNC:5224
7143	7143	9606	TNR	TNR	7143	TNR	HGNC:11953	HGNC:11953
7798	7798	9606	LUZP1	LUZP1	7798	LUZP1	HGNC:14985	HGNC:14985
51422	51422	9606	PRKAG2	PRKAG2	51422	PRKAG2	HGNC:9386	HGNC:9386
102638933	None	10090	Fhad1os2	None	None	None	None	None
10201	10201	9606	NME6	NME6	10201	NME6	HGNC:20567	HGNC:20567
10294	10294	9606	DNAJA2	DNAJA2	10294	DNAJA2	HGNC:14884	HGNC:14884
8370	8370	9606	H4C14	H4C14	8370	H4C14	HGNC:4794	HGNC:4794
3329	3329	9606	HSPD1	HSPD1	3329	HSPD1	HGNC:5261	HGNC:5261
403	403	9606	ARL3	ARL3	403	ARL3	HGNC:694	HGNC:694
27067	27067	9606	STAU2	STAU2	27067	STAU2	HGNC:11371	HGNC:11371
9953	9953	9606	HS3ST3B1	HS3ST3B1	9953	HS3ST3B1	HGNC:5198	HGNC:5198
221044	221044	9606	UCMA	UCMA	221044	UCMA	HGNC:25205	HGNC:25205
90161	90161	9606	HS6ST2	HS6ST2	90161	HS6ST2	HGNC:19133	HGNC:19133
10808	10808	9606	HSPH1	HSPH1	10808	HSPH1	HGNC:16969	HGNC:16969
5879	5879	9606	RAC1	RAC1	5879	RAC1	HGNC:9801	HGNC:9801
197257	197257	9606	LDHD	LDHD	197257	LDHD	HGNC:19708	HGNC:19708
8969	8969	9606	H2AC11	H2AC11	8969	H2AC11	HGNC:4737	HGNC:4737
23014	23014	9606	FBXO21	FBXO21	23014	FBXO21	HGNC:13592	HGNC:13592
6941	6941	9606	TCF19	TCF19	6941	TCF19	HGNC:11629	HGNC:11629
9830	9830	9606	TRIM14	TRIM14	9830	TRIM14	HGNC:16283	HGNC:16283
51585	51585	9606	PCF11	PCF11	51585	PCF11	HGNC:30097	HGNC:30097
2252	2252	9606	FGF7	FGF7	2252	FGF7	HGNC:3685	HGNC:3685
169714	169714	9606	QSOX2	QSOX2	169714	QSOX2	HGNC:30249	HGNC:30249
2673	2673	9606	GFPT1	GFPT1	2673	GFPT1	HGNC:4241	HGNC:4241
1142	1142	9606	CHRNB3	CHRNB3	1142	CHRNB3	HGNC:1963	HGNC:1963
5303	5303	9606	PIN4	PIN4	5303	PIN4	HGNC:8992	HGNC:8992
377630	377630	9606	USP17L2	USP17L2	377630	USP17L2	HGNC:34434	HGNC:34434
100616369	100616369	9606	MIR4713	MIR4713	100616369	MIR4713	HGNC:41899	HGNC:41899
941	941	9606	CD80	CD80	941	CD80	HGNC:1700	HGNC:1700
7710	7710	9606	ZNF154	ZNF154	7710	ZNF154	HGNC:12939	HGNC:12939
100380873	100380873	9606	FECD3	FECD3	100380873	FECD3	None	None
4540	4540	9606	ND5	ND5	4540	ND5	HGNC:7461	HGNC:7461
47	47	9606	ACLY	ACLY	47	ACLY	HGNC:115	HGNC:115
25858	25858	9606	CATSPERZ	CATSPERZ	25858	CATSPERZ	HGNC:19231	HGNC:19231
51659	51659	9606	GINS2	GINS2	51659	GINS2	HGNC:24575	HGNC:24575
84319	84319	9606	CMSS1	CMSS1	84319	CMSS1	HGNC:28666	HGNC:28666
23657	23657	9606	SLC7A11	SLC7A11	23657	SLC7A11	HGNC:11059	HGNC:11059
6189	6189	9606	RPS3A	RPS3A	6189	RPS3A	HGNC:10421	HGNC:10421
5798	5798	9606	PTPRN	PTPRN	5798	PTPRN	HGNC:9676	HGNC:9676
85456	85456	9606	TNKS1BP1	TNKS1BP1	85456	TNKS1BP1	HGNC:19081	HGNC:19081
2976	2976	9606	GTF3C2	GTF3C2	2976	GTF3C2	HGNC:4665	HGNC:4665
266629	266629	9606	SEC14L3	SEC14L3	266629	SEC14L3	HGNC:18655	HGNC:18655
5916	5916	9606	RARG	RARG	5916	RARG	HGNC:9866	HGNC:9866
10211	10211	9606	FLOT1	FLOT1	10211	FLOT1	HGNC:3757	HGNC:3757
25915	25915	9606	NDUFAF3	NDUFAF3	25915	NDUFAF3	HGNC:29918	HGNC:29918
123264	123264	9606	SLC51B	SLC51B	123264	SLC51B	HGNC:29956	HGNC:29956
5618	5618	9606	PRLR	PRLR	5618	PRLR	HGNC:9446	HGNC:9446
3779	3779	9606	KCNMB1	KCNMB1	3779	KCNMB1	HGNC:6285	HGNC:6285
56547	56547	9606	MMP26	MMP26	56547	MMP26	HGNC:14249	HGNC:14249
199899	199899	9606	LINC00466	LINC00466	199899	LINC00466	None	None
55290	55290	9606	BRF2	BRF2	55290	BRF2	HGNC:17298	HGNC:17298
246184	246184	9606	CDC26	CDC26	246184	CDC26	HGNC:17839	HGNC:17839
57630	57630	9606	SH3RF1	SH3RF1	57630	SH3RF1	HGNC:17650	HGNC:17650
83743	83743	9606	GRWD1	GRWD1	83743	GRWD1	HGNC:21270	HGNC:21270
79792	79792	9606	GSDMD	GSDMD	79792	GSDMD	HGNC:25697	HGNC:25697
7189	7189	9606	TRAF6	TRAF6	7189	TRAF6	HGNC:12036	HGNC:12036
2201	2201	9606	FBN2	FBN2	2201	FBN2	HGNC:3604	HGNC:3604
3082	3082	9606	HGF	HGF	3082	HGF	HGNC:4893	HGNC:4893
100463482	100463482	9606	MTRNR2L6	MTRNR2L6	100463482	MTRNR2L6	None	None
9723	9723	9606	SEMA3E	SEMA3E	9723	SEMA3E	HGNC:10727	HGNC:10727
10197	10197	9606	PSME3	PSME3	10197	PSME3	HGNC:9570	HGNC:9570
1660	1660	9606	DHX9	DHX9	1660	DHX9	HGNC:2750	HGNC:2750
3326	3326	9606	HSP90AB1	HSP90AB1	3326	HSP90AB1	HGNC:5258	HGNC:5258
5590	5590	9606	PRKCZ	PRKCZ	5590	PRKCZ	HGNC:9412	HGNC:9412
3987	3987	9606	LIMS1	LIMS1	3987	LIMS1	HGNC:6616	HGNC:6616
7705	7705	9606	ZNF146	ZNF146	7705	ZNF146	HGNC:12931	HGNC:12931
10464	10464	9606	PIBF1	PIBF1	10464	PIBF1	HGNC:23352	HGNC:23352
84959	84959	9606	UBASH3B	UBASH3B	84959	UBASH3B	HGNC:29884	HGNC:29884
693156	693156	9606	MIR571	MIR571	693156	MIR571	HGNC:32827	HGNC:32827
79692	79692	9606	ZNF322	ZNF322	79692	ZNF322	HGNC:23640	HGNC:23640
6505	6505	9606	SLC1A1	SLC1A1	6505	SLC1A1	HGNC:10939	HGNC:10939
100302232	100302232	9606	MIR1226	MIR1226	100302232	MIR1226	HGNC:33922	HGNC:33922
26097	26097	9606	CHTOP	CHTOP	26097	CHTOP	HGNC:24511	HGNC:24511
1606	1606	9606	DGKA	DGKA	1606	DGKA	HGNC:2849	HGNC:2849
6955	6955	9606	TRA	TRA	6955	TRA	None	None
200765	200765	9606	TIGD1	TIGD1	200765	TIGD1	HGNC:14523	HGNC:14523
4751	4751	9606	NEK2	NEK2	4751	NEK2	HGNC:7745	HGNC:7745
56122	56122	9606	PCDHB14	PCDHB14	56122	PCDHB14	HGNC:8685	HGNC:8685
7153	7153	9606	TOP2A	TOP2A	7153	TOP2A	HGNC:11989	HGNC:11989
201161	201161	9606	CENPV	CENPV	201161	CENPV	HGNC:29920	HGNC:29920
79364	79364	9606	ZXDC	ZXDC	79364	ZXDC	HGNC:28160	HGNC:28160
574489	574489	9606	MIR518D	MIR518D	574489	MIR518D	HGNC:32121	HGNC:32121
5591	5591	9606	PRKDC	PRKDC	5591	PRKDC	HGNC:9413	HGNC:9413
693174	693174	9606	MIR589	MIR589	693174	MIR589	HGNC:32845	HGNC:32845
147968	147968	9606	CAPN12	CAPN12	147968	CAPN12	HGNC:13249	HGNC:13249
10439	10439	9606	OLFM1	OLFM1	10439	OLFM1	HGNC:17187	HGNC:17187
64065	64065	9606	PERP	PERP	64065	PERP	HGNC:17637	HGNC:17637
9373	9373	9606	PLAA	PLAA	9373	PLAA	HGNC:9043	HGNC:9043
11020	11020	9606	IFT27	IFT27	11020	IFT27	HGNC:18626	HGNC:18626
5083	5083	9606	PAX9	PAX9	5083	PAX9	HGNC:8623	HGNC:8623
6007	6007	9606	RHD	RHD	6007	RHD	HGNC:10009	HGNC:10009
100314228	None	10116	Mir23a	None	None	None	None	None
9994	9994	9606	CASP8AP2	CASP8AP2	9994	CASP8AP2	HGNC:1510	HGNC:1510
3717	3717	9606	JAK2	JAK2	3717	JAK2	HGNC:6192	HGNC:6192
84525	84525	9606	HOPX	HOPX	84525	HOPX	HGNC:24961	HGNC:24961
100302202	100302202	9606	MIR1266	MIR1266	100302202	MIR1266	HGNC:35334	HGNC:35334
5099	5099	9606	PCDH7	PCDH7	5099	PCDH7	HGNC:8659	HGNC:8659
103724390	103724390	9606	LINC01287	LINC01287	103724390	LINC01287	HGNC:50351	HGNC:50351
54858	54858	9606	PGPEP1	PGPEP1	54858	PGPEP1	HGNC:13568	HGNC:13568
25893	25893	9606	TRIM58	TRIM58	25893	TRIM58	HGNC:24150	HGNC:24150
8463	8463	9606	TEAD2	TEAD2	8463	TEAD2	HGNC:11715	HGNC:11715
3003	3003	9606	GZMK	GZMK	3003	GZMK	HGNC:4711	HGNC:4711
22828	22828	9606	SCAF8	SCAF8	22828	SCAF8	HGNC:20959	HGNC:20959
54801	54801	9606	HAUS6	HAUS6	54801	HAUS6	HGNC:25948	HGNC:25948
57819	57819	9606	LSM2	LSM2	57819	LSM2	HGNC:13940	HGNC:13940
57103	57103	9606	TIGAR	TIGAR	57103	TIGAR	HGNC:1185	HGNC:1185
9516	9516	9606	LITAF	LITAF	9516	LITAF	HGNC:16841	HGNC:16841
1666	1666	9606	DECR1	DECR1	1666	DECR1	HGNC:2753	HGNC:2753
26038	26038	9606	CHD5	CHD5	26038	CHD5	HGNC:16816	HGNC:16816
2639	2639	9606	GCDH	GCDH	2639	GCDH	HGNC:4189	HGNC:4189
9479	9479	9606	MAPK8IP1	MAPK8IP1	9479	MAPK8IP1	HGNC:6882	HGNC:6882
64816	64816	9606	CYP3A43	CYP3A43	64816	CYP3A43	HGNC:17450	HGNC:17450
317668	317668	9606	MCDR3	MCDR3	317668	MCDR3	None	None
474223	474223	9606	RA3	RA3	474223	RA3	None	None
4284	4284	9606	MIP	MIP	4284	MIP	HGNC:7103	HGNC:7103
54546	54546	9606	RNF186	RNF186	54546	RNF186	HGNC:25978	HGNC:25978
8856	8856	9606	NR1I2	NR1I2	8856	NR1I2	HGNC:7968	HGNC:7968
51602	51602	9606	NOP58	NOP58	51602	NOP58	HGNC:29926	HGNC:29926
55922	55922	9606	NKRF	NKRF	55922	NKRF	HGNC:19374	HGNC:19374
55332	55332	9606	DRAM1	DRAM1	55332	DRAM1	HGNC:25645	HGNC:25645
728464	728464	9606	METTL24	METTL24	728464	METTL24	HGNC:21566	HGNC:21566
2828	2828	9606	GPR4	GPR4	2828	GPR4	HGNC:4497	HGNC:4497
55038	55038	9606	CDCA4	CDCA4	55038	CDCA4	HGNC:14625	HGNC:14625
6051	6051	9606	RNPEP	RNPEP	6051	RNPEP	HGNC:10078	HGNC:10078
2923	2923	9606	PDIA3	PDIA3	2923	PDIA3	HGNC:4606	HGNC:4606
115361	115361	9606	GBP4	GBP4	115361	GBP4	HGNC:20480	HGNC:20480
448831	448831	9606	FRG2	FRG2	448831	FRG2	HGNC:19136	HGNC:19136
8994	8994	9606	LIMD1	LIMD1	8994	LIMD1	HGNC:6612	HGNC:6612
112885	112885	9606	PHF21B	PHF21B	112885	PHF21B	HGNC:25161	HGNC:25161
57608	57608	9606	JCAD	JCAD	57608	JCAD	HGNC:29283	HGNC:29283
55615	55615	9606	PRR5	PRR5	55615	PRR5	HGNC:31682	HGNC:31682
966	966	9606	CD59	CD59	966	CD59	HGNC:1689	HGNC:1689
100314154	None	10116	Mir93	None	None	None	None	None
4704	4704	9606	NDUFA9	NDUFA9	4704	NDUFA9	HGNC:7693	HGNC:7693
10629	10629	9606	TAF6L	TAF6L	10629	TAF6L	HGNC:17305	HGNC:17305
2232	2232	9606	FDXR	FDXR	2232	FDXR	HGNC:3642	HGNC:3642
10948	10948	9606	STARD3	STARD3	10948	STARD3	HGNC:17579	HGNC:17579
114882	114882	9606	OSBPL8	OSBPL8	114882	OSBPL8	HGNC:16396	HGNC:16396
5948	5948	9606	RBP2	RBP2	5948	RBP2	HGNC:9920	HGNC:9920
7051	7051	9606	TGM1	TGM1	7051	TGM1	HGNC:11777	HGNC:11777
5216	5216	9606	PFN1	PFN1	5216	PFN1	HGNC:8881	HGNC:8881
256076	256076	9606	COL6A5	COL6A5	256076	COL6A5	HGNC:26674	HGNC:26674
126410	126410	9606	CYP4F22	CYP4F22	126410	CYP4F22	HGNC:26820	HGNC:26820
3383	3383	9606	ICAM1	ICAM1	3383	ICAM1	HGNC:5344	HGNC:5344
6834	6834	9606	SURF1	SURF1	6834	SURF1	HGNC:11474	HGNC:11474
3484	3484	9606	IGFBP1	IGFBP1	3484	IGFBP1	HGNC:5469	HGNC:5469
4604	4604	9606	MYBPC1	MYBPC1	4604	MYBPC1	HGNC:7549	HGNC:7549
5264	5264	9606	PHYH	PHYH	5264	PHYH	HGNC:8940	HGNC:8940
448834	448834	9606	KPRP	KPRP	448834	KPRP	HGNC:31823	HGNC:31823
10628	10628	9606	TXNIP	TXNIP	10628	TXNIP	HGNC:16952	HGNC:16952
3249	3249	9606	HPN	HPN	3249	HPN	HGNC:5155	HGNC:5155
54443	54443	9606	ANLN	ANLN	54443	ANLN	HGNC:14082	HGNC:14082
84870	84870	9606	RSPO3	RSPO3	84870	RSPO3	HGNC:20866	HGNC:20866
100314023	None	10116	Mir122	None	None	None	None	None
10670	10670	9606	RRAGA	RRAGA	10670	RRAGA	HGNC:16963	HGNC:16963
102465944	102465944	9606	MIR6072	MIR6072	102465944	MIR6072	HGNC:50144	HGNC:50144
83860	83860	9606	TAF3	TAF3	83860	TAF3	HGNC:17303	HGNC:17303
4066	4066	9606	LYL1	LYL1	4066	LYL1	HGNC:6734	HGNC:6734
23612	23612	9606	PHLDA3	PHLDA3	23612	PHLDA3	HGNC:8934	HGNC:8934
163882	163882	9606	CNST	CNST	163882	CNST	HGNC:26486	HGNC:26486
9031	9031	9606	BAZ1B	BAZ1B	9031	BAZ1B	HGNC:961	HGNC:961
2785	2785	9606	GNG3	GNG3	2785	GNG3	HGNC:4405	HGNC:4405
79644	79644	9606	SRD5A3	SRD5A3	79644	SRD5A3	HGNC:25812	HGNC:25812
126014	126014	9606	OSCAR	OSCAR	126014	OSCAR	HGNC:29960	HGNC:29960
64841	64841	9606	GNPNAT1	GNPNAT1	64841	GNPNAT1	HGNC:19980	HGNC:19980
79665	79665	9606	DHX40	DHX40	79665	DHX40	HGNC:18018	HGNC:18018
25907	25907	9606	TMEM158	TMEM158	25907	TMEM158	HGNC:30293	HGNC:30293
7517	7517	9606	XRCC3	XRCC3	7517	XRCC3	HGNC:12830	HGNC:12830
113878	113878	9606	DTX2	DTX2	113878	DTX2	HGNC:15973	HGNC:15973
5937	5937	9606	RBMS1	RBMS1	5937	RBMS1	HGNC:9907	HGNC:9907
57325	57325	9606	KAT14	KAT14	57325	KAT14	HGNC:15904	HGNC:15904
114034	114034	9606	TOE1	TOE1	114034	TOE1	HGNC:15954	HGNC:15954
23522	23522	9606	KAT6B	KAT6B	23522	KAT6B	HGNC:17582	HGNC:17582
50514	50514	9606	DELEC1	DELEC1	50514	DELEC1	HGNC:23658	HGNC:23658
84960	84960	9606	CCDC183	CCDC183	84960	CCDC183	HGNC:28236	HGNC:28236
10992	10992	9606	SF3B2	SF3B2	10992	SF3B2	HGNC:10769	HGNC:10769
77093	None	10090	A330094K24Rik	None	None	None	None	None
3978	3978	9606	LIG1	LIG1	3978	LIG1	HGNC:6598	HGNC:6598
54658	54658	9606	UGT1A1	UGT1A1	54658	UGT1A1	HGNC:12530	HGNC:12530
574033	574033	9606	MIR18B	MIR18B	574033	MIR18B	HGNC:32025	HGNC:32025
56172	56172	9606	ANKH	ANKH	56172	ANKH	HGNC:15492	HGNC:15492
158471	158471	9606	PRUNE2	PRUNE2	158471	PRUNE2	HGNC:25209	HGNC:25209
10924	10924	9606	SMPDL3A	SMPDL3A	10924	SMPDL3A	HGNC:17389	HGNC:17389
9334	9334	9606	B4GALT5	B4GALT5	9334	B4GALT5	HGNC:928	HGNC:928
115708	115708	9606	TRMT61A	TRMT61A	115708	TRMT61A	HGNC:23790	HGNC:23790
26272	26272	9606	FBXO4	FBXO4	26272	FBXO4	HGNC:13583	HGNC:13583
55635	55635	9606	DEPDC1	DEPDC1	55635	DEPDC1	HGNC:22949	HGNC:22949
574506	574506	9606	MIR503	MIR503	574506	MIR503	HGNC:32138	HGNC:32138
58490	58490	9606	RPRD1B	RPRD1B	58490	RPRD1B	HGNC:16209	HGNC:16209
319101	319101	9606	KRT73	KRT73	319101	KRT73	HGNC:28928	HGNC:28928
727701	727701	9606	LINC00165	LINC00165	727701	LINC00165	HGNC:33166	HGNC:33166
4990	4990	9606	SIX6	SIX6	4990	SIX6	HGNC:10892	HGNC:10892
83939	83939	9606	EIF2A	EIF2A	83939	EIF2A	HGNC:3254	HGNC:3254
23317	23317	9606	DNAJC13	DNAJC13	23317	DNAJC13	HGNC:30343	HGNC:30343
931	931	9606	MS4A1	MS4A1	931	MS4A1	HGNC:7315	HGNC:7315
64805	64805	9606	P2RY12	P2RY12	64805	P2RY12	HGNC:18124	HGNC:18124
10663	10663	9606	CXCR6	CXCR6	10663	CXCR6	HGNC:16647	HGNC:16647
142680	142680	9606	SLC34A3	SLC34A3	142680	SLC34A3	HGNC:20305	HGNC:20305
285	285	9606	ANGPT2	ANGPT2	285	ANGPT2	HGNC:485	HGNC:485
627	627	9606	BDNF	BDNF	627	BDNF	HGNC:1033	HGNC:1033
116150	116150	9606	NUS1	NUS1	116150	NUS1	HGNC:21042	HGNC:21042
55997	55997	9606	CFC1	CFC1	55997	CFC1	HGNC:18292	HGNC:18292
9869	9869	9606	SETDB1	SETDB1	9869	SETDB1	HGNC:10761	HGNC:10761
10950	10950	9606	BTG3	BTG3	10950	BTG3	HGNC:1132	HGNC:1132
1877	1877	9606	E4F1	E4F1	1877	E4F1	HGNC:3121	HGNC:3121
348	348	9606	APOE	APOE	348	APOE	HGNC:613	HGNC:613
7748	7748	9606	ZNF195	ZNF195	7748	ZNF195	HGNC:12986	HGNC:12986
1001	1001	9606	CDH3	CDH3	1001	CDH3	HGNC:1762	HGNC:1762
148022	148022	9606	TICAM1	TICAM1	148022	TICAM1	HGNC:18348	HGNC:18348
4134	4134	9606	MAP4	MAP4	4134	MAP4	HGNC:6862	HGNC:6862
79077	79077	9606	DCTPP1	DCTPP1	79077	DCTPP1	HGNC:28777	HGNC:28777
388962	388962	9606	BOLA3	BOLA3	388962	BOLA3	HGNC:24415	HGNC:24415
26871	26871	9606	RNU1-1	RNU1-1	26871	RNU1-1	None	None
6278	6278	9606	S100A7	S100A7	6278	S100A7	HGNC:10497	HGNC:10497
121260	121260	9606	SLC15A4	SLC15A4	121260	SLC15A4	HGNC:23090	HGNC:23090
6612	6612	9606	SUMO3	SUMO3	6612	SUMO3	HGNC:11124	HGNC:11124
3604	3604	9606	TNFRSF9	TNFRSF9	3604	TNFRSF9	HGNC:11924	HGNC:11924
2693	2693	9606	GHSR	GHSR	2693	GHSR	HGNC:4267	HGNC:4267
84883	84883	9606	AIFM2	AIFM2	84883	AIFM2	HGNC:21411	HGNC:21411
5174	5174	9606	PDZK1	PDZK1	5174	PDZK1	HGNC:8821	HGNC:8821
57606	57606	9606	SLAIN2	SLAIN2	57606	SLAIN2	HGNC:29282	HGNC:29282
26281	26281	9606	FGF20	FGF20	26281	FGF20	HGNC:3677	HGNC:3677
