#SentenceID	Sentence	TRI	MoR	Valid?	true_TRI	true_MoR	TRI score	MoR scores	TF	TF Id	TF Symbol	TF TaxID	TF_is_incorrect	TF_correct_mention	TF offset	TG	TG Id	TG Symbol	TG TaxID	TG_is_incorrect	TG_correct_mention	Gene offset	method	stage	renormalisation	pre-post	TF_type	Other issues	Explanation
26824492:9:RelB:COX-2	DISCUSSION AND CONCLUSION: These data suggest that TNFalpha-[TF]/p52 pathway may be involved in the early stages of renal damage, in part by stimulating [TG] and inflammatory responses.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.005878835515355388;0.9932991561269426;0.0008220083577018811	RelB	100360982	Relb	10116			1070	COX-2	29527	Ptgs2	10116			1163	balanced	s4_dbTF		post	dbTF		
29443638:11:GRHL2:FoxM1B	Luciferase reporter assay revealed that [TF] directly bound and regulated the [TG] gene promoter activity.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9975097325655866;0.0014862633935049964;0.001004004040908318	GRHL2	79977	GRHL2	9606			1495	FoxM1B	2305	FOXM1	9606			1534	balanced	s4_dbTF		post	dbTF		
29424894:12:Twist2:CD24	Reversely, the overexpression of CD24 and down-regulation of Twist2 in later stages of kidney cancer suggest the [TG] expression is dependent on [TF] expression level.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.566280313072449;0.42918867141842265;0.004531015509128299	Twist2	59327	Twist2	10116			1822	CD24	25145	Cd24	10116			1790	balanced	s4_dbTF		post	dbTF		
29404388:3:ATRX:HRAS	Recently, we discovered that during therapy induced senescence the chromatin remodeling protein alpha-thalassemia, mental retardation, X-linked ([TF]) represses Harvey rat sarcoma viral oncogene homolog ([TG]), and repression of HRAS is necessary to establish senescence, suggesting how new clinical combinations might be used to achieve durable senescence.	TRI	REPRESSION	T	TRI	REPRESSION		0.0016330602350547623;0.005802209221051033;0.9925647305438943	ATRX	246284	Atrx	10116			529	HRAS	293621	Hras	10116			588	balanced	s4_dbTF		post	dbTF		
29403356:5:Pin1:CAST	Western blot, real-time quantitative polymerase chain reaction, immunofluorescence, and phosphorylation analysis results demonstrated that [TG] was regulated by [TF], as proven by the application of juglone (i.e., a Pin1 specific inhibitor).	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9980243188099092;0.0012831378673630468;0.0006925433227278925	Pin1	298696	Pin1	10116			807	CAST	25403	Cast	10116			785	balanced	s4_dbTF		post	coTF candidate		
29302047:9:RBPJL:Cel	Similarly, overexpression of both Met280 and Thr280 [TF] in mouse pancreatic acinar cells identified a significant impairment in the expression of [TG] when transactivated by the Met280 RBPJL.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.007496771932973624;0.9865350057775174;0.005968222289509021	RBPJL	19668	Rbpjl	10090			1538	Cel	12613	Cel	10090			1634	balanced	s4_dbTF		post	dbTF	mutation	
29302047:8:RBPJL:CTRB1	Additionally, luciferase assays in HEK293 cells which examined two different [TF] responsive promoters, including the promoter for [TG], also identified reduced transactivation by the Met280 RBPJL.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.2624702344202277;0.7321286641900536;0.005401101389718639	RBPJL	11317	RBPJL	9606			1363	CTRB1	66473	Ctrb1	10090			1418	balanced	s4_dbTF		post	dbTF		
29296180:0:HOXC8:cadherin 11	Interleukin enhancer-binding factor 3 and [TF] co-activate [TG] transcription to promote breast cancer cells proliferation and migration.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0019896653214788074;0.9971173458916904;0.0008929887868307548	HOXC8	3224	HOXC8	9606			42	cadherin 11	1009	CDH11	9606			60	balanced	s4_dbTF		post	dbTF		
29203230:3:Hes5:Mash1	This damage can be mediated by Notch1/[TF] signaling activation, leading to repression of proneural factors such as [TG] and Ngn2/3, which are essential for neuronal differentiation and neurogenesis.	TRI	REPRESSION	T	TRI	REPRESSION		0.0024149389361863686;0.01623024165983607;0.9813548194039776	Hes5	15208	Hes5	10090			312	Mash1	17172	Ascl1	10090			390	balanced	s4_dbTF		post	dbTF		
29453249:3:Hhex:Cdkn2a	Conditional knockout models of murine acute myeloid leukemia indicate that [TF] maintains leukemia stem cell self-renewal by enabling Polycomb-mediated epigenetic repression of the [TG] tumor suppressor locus, encoding p16Ink4a and p19Arf However, whether Hhex overexpression also affects hematopoietic differentiation is unknown.	TRI	REPRESSION	T	TRI	REPRESSION		0.002636652744489988;0.008115508310004326;0.9892478389455056	Hhex	15242	Hhex	10090			310	Cdkn2a	12578	Cdkn2a	10090			416	balanced	s4_dbTF		post	dbTF	mutation	
29463842:6:FOXQ1:MITF	Moreover, our data reveal that [TF] acts as a critical mediator of BRAFV600E-dependent regulation of [TG] levels, thus providing a novel link between two major signal transduction pathways controlling MITF and differentiation in melanocytic cells.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9974388580211581;0.0015459211967230359;0.001015220782118832	FOXQ1	15220	Foxq1	10090			752	MITF	17342	Mitf	10090			823	balanced	s4_dbTF		post	dbTF		
29467272:11:HDGF:IL-6	These findings support the role of [TF] in maintaining vascular expression of [TG], which has been regarded a crucial regenerative factor for acute vascular injury.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0073687769886383574;0.989069060738776;0.003562162272585646	HDGF	114499	Hdgf	10116			1615	IL-6	24498	Il6	10116			1658	balanced	s4_dbTF		post	dbTF		
29895619:8:mesogenin1:Hes7	[TG] expression in the PSM was up-regulated through the E-box, T-box, and RBPj-binding element in the Hes7 essential region, presumably through synergistic signaling involving [TF], T-box6 (Tbx6), and Notch.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002383049549614207;0.9962377606636448;0.0013791897867410478	mesogenin1	56184	Msgn1	10090			1181	Hes7	84653	Hes7	10090			1005	balanced	s4_dbTF		post	dbTF		
29846670:8:PHF1:FBXW7	Genome-wide analysis of [TF]/PRMT5/CUL4B targets identified a cohort of genes including E-cadherin and [TG], which are critically involved in cell growth and migration.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9962871207987011;0.0026458067022864977;0.0010670724990124363	PHF1	5252	PHF1	9606			1236	FBXW7	55294	FBXW7	9606			1315	balanced	s4_dbTF		post	dbTF		
29743241:11:DLX3:PGF	In summary, we have identified several GBSs in the PGF promoter that are highly responsive to GCM1, have demonstrated that MTF1 does not significantly regulate PGF expression in placental cells, and provide evidence that [TF] inhibits GCM1-mediated [TG] expression.	TRI	REPRESSION	T	TRI	REPRESSION		0.001863201772353468;0.0019542888347250753;0.9961825093929214	DLX3	1747	DLX3	9606			1825	PGF	5228	PGF	9606			1853	balanced	s4_dbTF		post	dbTF		
29080672:10:Fezf1:estrogen receptor alpha	Regulation of the female sexual behavior could be through the regulation of [TG] expression in the ventromedial nucleus of the hypothalamus, as the expression of this receptor was reduced in mice with downregulated [TF].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.003876385860733065;0.9886188995126801;0.007504714626586768	Fezf1	73191	Fezf1	10090			1766	estrogen receptor alpha	13982	Esr1	10090			1608	balanced	s4_dbTF		post	dbTF	mutation	
29620285:11:HOXA6:caspase-3	The results of the western blot analysis revealed that the upregulated expression of [TF] suppressed the expression of B-cell lymphoma-2 (Bcl-2)-associated X protein, [TG], poly(ADP-ribose) polymerase and E-cadherin, but promoted the expression of Bcl-2, N-cadherin and Vimentin, whereas the opposite effect was observed in cells with downregulated HOXA6.	TRI	REPRESSION	T	TRI	REPRESSION		0.002256887977358086;0.0039806918091102195;0.9937624202135318	HOXA6	3203	HOXA6	9606			1687	caspase-3	836	CASP3	9606			1770	balanced	s4_dbTF		post	dbTF		
29518948:6:SHP:Mttp	Here, adenoviral overexpression of ChREBP and [TF] in rat primary hepatocytes induced and suppressed [TG] mRNA, respectively.	TRI	REPRESSION	T	TRI	REPRESSION		0.04101476177259985;0.027692383282330726;0.9312928549450695	SHP	117274	Nr0b2	10116			547	Mttp	310900	Mttp	10116			601	balanced	s4_dbTF		post	dbTF	mutation	
29710485:7:KLF14:PLK1	Molecularly, by directly binding the promoter, [TF] functions as a transcriptional activator of [TG], a polo-like kinase whose overexpression induced excessive reactive oxygen species (ROS) production.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0026428374979990494;0.9964942434071632;0.0008629190948377778	KLF14	619665	Klf14	10090			1146	PLK1	5347	PLK1	9606			1196	balanced	s4_dbTF		post	dbTF		
28988979:10:IRX3:UCP1	Further, [TF] directly bound to [TG] promoter and increased its transcriptional activity.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.004031625511112668;0.9951538188137047;0.0008145556751826505	IRX3	79191	IRX3	9606			1042	UCP1	7350	UCP1	9606			1065	balanced	s4_dbTF		post	dbTF		
28384629:9:mPRbeta:kiss	mHypoA51 neurons expressed nonclassical membrane progesterone receptors (mPRalpha and [TF]) and E2-inducible PGR, required for progesterone-augmentation of E2-induced [TG] expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0032075630720212406;0.9951375995349396;0.0016548373930391474	mPRbeta	74229	Paqr8	10090			1211	kiss	280287	Kiss1	10090			1295	balanced	s4_dbTF		post	dbTF		
28338398:6:N-CoR:JMJD3	In the present study, we found that dexamethasone suppresses the expression of JMJD3, a histone H3K27 demethylase, via the recruitment of glucocorticoid receptor alpha (GRalpha) and nuclear receptor co-repressor ([TF]) to the negative glucocorticoid response element (nGRE) in the upstream region of [TG] gene in brain microvascular endothelial cells subjected to TNFalpha treatment.	TRI	REPRESSION	T	TRI	REPRESSION		0.0030813121421194925;0.007058704850216241;0.9898599830076643	N-CoR	9611	NCOR1	9606			901	JMJD3	23135	KDM6B	9606			989	balanced	s4_dbTF		post	dbTF		
28334272:10:ASCL4:E-cadherin	[TF] silencing also prevented the 17beta-estradiol induced increases in p-Akt and p-GSK3beta, and decrease in [TG] expression, important events in epithelial to mesenchymal transition.	TRI	REPRESSION	T	TRI	REPRESSION		0.014156944247607639;0.17488287789744938;0.810960177854943	ASCL4	121549	ASCL4	9606			1535	E-cadherin	999	CDH1	9606			1646	balanced	s4_dbTF		post	dbTF	mutation	
28322300:4:NKRF:CXCL8	We hypothesized that the differential activation of NF-kappaB subunits confer the opposite effect of [TF] on IL-8/[TG] in primary hASM and A549 cells stimulated with NE.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9932728028391775;0.004713551731034125;0.0020136454297883743	NKRF	55922	NKRF	9606			521	CXCL8	3576	CXCL8	9606			534	balanced	s4_dbTF		post	dbTF		
28302458:10:PU.1:TLR4	These findings imply that the alpha2R/PI3K/Akt/Ly6h and alpha7nAChR/PI3K/Akt/[TF] cascades are required for upregulated alpha7nAChR and downregulated [TG] expression by DEX pretreatment, respectively, which provided a unique insight into understanding DEX-mediated neuroprotection.	TRI	REPRESSION	T	TRI	REPRESSION		0.009292560499818912;0.02276287034605566;0.9679445691541254	PU.1	366126	Spi1	10116			1805	TLR4	29260	Tlr4	10116			1878	balanced	s4_dbTF		post	dbTF		
28387912:16:NR2F6:DDA1	[TF] can activate [TG] transcription via binding to the DDA1 promoter.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002336087421098505;0.996882283674794;0.0007816289041074496	NR2F6	2063	NR2F6	9606			1635	DDA1	79016	DDA1	9606			1654	balanced	s4_dbTF		post	dbTF		
28607476:9:ZNF217:cAMP response element binding protein	In vitro experiment revealed that [TF] positively regulated E2 synthesis through promoting [TG] (CREB) and thereby CYP19A1 in KGN cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002503861935464433;0.9962423380935601;0.0012537999709754716	ZNF217	311764	Zfp217	10116			923	cAMP response element binding protein	1385	CREB1	9606			982	balanced	s4_dbTF		post	dbTF		
28971909:5:NF-E4:gamma-globin	To address this question, we examined HU-induced changes in the RNA and protein levels of transcription factors NF-Y, GATA-1, -2, BCL11A, TR4, MYB and [TF] that assemble the gamma-globin promoter complex and regulate transcription of [TG] gene.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9978894774121524;0.0012928398066571816;0.0008176827811904288	NF-E4	58160	NFE4	9606			780	gamma-globin	3047	HBG1	9606			864	balanced	s4_dbTF		post	dbTF		
28925404:4:MORF:Olig2	Here we find that ectopic expression of ING5, the targeting subunit of HBO1, MOZ and [TF] HAT complexes increases expression of the Oct4, [TG] and Nestin stem cell markers, promotes self-renewal, prevents lineage differentiation and increases stem cell pools in BTIC populations.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.12957208014559735;0.7051373493118689;0.16529057054253365	MORF	23522	KAT6B	9606			560	Olig2	10215	OLIG2	9606			613	balanced	s4_dbTF		post	dbTF	mutation	
28910549:9:alpha-enolase:GATA4	In addition, knockdown of [TF] led to an increase of [TG] expression in the normal and phenylephrine-treated cardiomyocytes.	TRI	REPRESSION	T	TRI	REPRESSION		0.0018786034654270215;0.002360932542295251;0.9957604639922778	alpha-enolase	24333	Eno1	10116			1115	GATA4	54254	Gata4	10116			1151	balanced	s4_dbTF		post	dbTF	mutation	
29077881:10:SRC-1:p66Shc	We show that SUV39H1 is the upstream effector orchestrating JMJD2C/[TF] recruitment to [TG] promoter.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9978053793126727;0.0012024835141575558;0.0009921371731698974	SRC-1	17977	Ncoa1	10090			1515	p66Shc	20416	Shc1	10090			1536	balanced	s4_dbTF		post	dbTF		
28762248:6:PRDM16:UCP-1	We hypothesized that gene therapy with BMP7/[TF]/PPARGC1A in skeletal muscle (SKM) of obese Zucker diabetic fatty (fa/fa) rats using UTMD technology would produce a brown adipose tissue (BAT) phenotype with [TG] overexpression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.009132306381757391;0.986267400569783;0.004600293048459617	PRDM16	100366024	Prdm16	10116			927	UCP-1	24860	Ucp1	10116			1092	balanced	s4_dbTF		post	dbTF		
28754672:4:Spi-B:vimentin	The [TF]-expressing cancer cells coexpressed [TG] but repressed E-cadherin and exhibited invasive behavior.	TRI	ACTIVATION	F	Not TRI			0.03675770454224574;0.9550017445629213;0.008240550894832915	Spi-B	6689	SPIB	9606			389	vimentin	7431	VIM	9606			431	balanced	s4_dbTF		post	dbTF		
28655839:0:Dmrta2:Hes1	The doublesex-related [TF] safeguards neural progenitor maintenance involving transcriptional regulation of [TG].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9976536772827226;0.0012333422082289854;0.0011129805090484416	Dmrta2	242620	Dmrta2	10090			22	Hes1	15205	Hes1	10090			110	balanced	s4_dbTF		post	dbTF		
33192593:12:Sp6:follistatin	RESULTS: Using the above methods we identified that (i) Msx2 and Sp6 exhibit overlapping expression in secretory ameloblasts, (ii) Sp6 expression is reduced in the Msx2 mouse mutant secretoty ameloblasts, and (iii) that Msx2, like [TF] inhibits [TG] expression.	TRI	REPRESSION	T	TRI	REPRESSION		0.005325042359455763;0.010039533412234684;0.9846354242283095	Sp6	83395	Sp6	10090			1636	follistatin	14313	Fst	10090			1649	balanced	s4_dbTF		post	dbTF		
33314792:0:HES1:GDNF	TNF-alpha inhibits [TG] levels in Sertoli cells, through a NF-kappaB-dependent, [TF]-dependent mechanism.	TRI	REPRESSION	T	TRI	REPRESSION		0.023367648489644306;0.0688815015761549;0.9077508499342009	HES1	15205	Hes1	10090			80	GDNF	14573	Gdnf	10090			19	balanced	s4_dbTF		post	dbTF		
37154299:7:ZBTB22:PCK1	[TF] directly binds to the promoter region of [TG] to enhance its expression and increase gluconeogenesis.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0035691318583854284;0.9955799298987792;0.0008509382428354125	ZBTB22	81630	Zbtb22	10090			1048	PCK1	18534	Pck1	10090			1096	balanced	s4_dbTF		post	dbTF		
37125418:6:Dbx1:GnRH	Using lineage tracing, we characterize the contribution of [TF] lineages to OSN, VSN, and [TG] neuron populations and reveal an unexpected degree of diversity.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9892426698476505;0.009196829030324963;0.0015605011220243838	Dbx1	13172	Dbx1	10090			924	GnRH	14714	Gnrh1	10090			955	balanced	s4_dbTF		post	dbTF		
37123214:8:PKNOX2:cyclinD1	The data obtained in vitro demonstrated that [TF] silencing promoted LC cell proliferation and inhibited cell cycle arrest, accompanied by an increase in the expression levels of cell cycle-related proteins ([TG], cyclinE1, CDK2 and CDK4), whereas PKNOX2 overexpression exhibited the opposite trend.	TRI	REPRESSION	T	TRI	REPRESSION		0.002012632650163239;0.00759055450096914;0.9903968128488676	PKNOX2	63876	PKNOX2	9606			1213	cyclinD1	595	CCND1	9606			1378	balanced	s4_dbTF		post	dbTF		
37096782:13:HOXA5:NLRP3	Dexmedetomidine pretreatment inhibited intracellular HOXA5 expression, and [TF] bound to the NLRP3 promoter region to promote [TG] expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.005137384787285533;0.9941220486149066;0.0007405665978077433	HOXA5	3202	HOXA5	9606			1605	NLRP3	114548	NLRP3	9606			1657	balanced	s4_dbTF		post	dbTF		
37030331:9:YBX2:heat shock protein family A (Hsp70) member 6	Interestingly, [TG] (HSPA6) levels were downregulated due to the reduced mRNA stability after [TF] binding.	TRI	REPRESSION	T	TRI	REPRESSION		0.09151337645649582;0.16483490885011765;0.7436517146933865	YBX2	51087	YBX2	9606			990	heat shock protein family A (Hsp70) member 6	3310	HSPA6	9606			871	balanced	s4_dbTF		post	dbTF		
37163936:10:PLAG1:dystrophin	In vitro studies showed that excess IGF2 expression, a transcriptional target of PLAG1, phenocopied [TF]-mediated down-regulation of [TG].	TRI	REPRESSION	T	TRI	REPRESSION		0.0014075173877094577;0.00857082802948845;0.990021654582802	PLAG1	56711	Plag1	10090			1484	dystrophin	13405	Dmd	10090			1518	balanced	s4_dbTF		post	dbTF		
37422776:0:FoxO4:LXA4R	[TF] mediates macrophage M2 polarization by promoting [TG] expression in an ovalbumin-induced allergic asthma model in mice.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002884365506593436;0.9956559111919924;0.0014597233014141814	FoxO4	54601	Foxo4	10090			0	LXA4R	14294	Fpr3	10090			55	balanced	s4_dbTF		post	dbTF		
37394057:0:FOXE1:Wnt5a	[TF] Contributes to the Development of Psoriasis by Regulating [TG].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9972484309452742;0.0011063151692898947;0.0016452538854359125	FOXE1	110805	Foxe1	10090			0	Wnt5a	22418	Wnt5a	10090			64	balanced	s4_dbTF		post	dbTF		
37356282:0:FOXK2:PFKFB3	[TF] regulates [TG] in promoting glycolysis and tumorigenesis in multiple myeloma.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9976900596129241;0.001396413714706894;0.0009135266723689979	FOXK2	3607	FOXK2	9606			0	PFKFB3	5209	PFKFB3	9606			16	balanced	s4_dbTF		post	dbTF		
37351974:13:FOXJ3:Snail	CONCLUSION: [TF] plays a role in cell proliferation, migration, and the regulation of [TG] expression and may be a potential therapeutic target for breast cancer treatment.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9980062276484869;0.001078639949735963;0.0009151324017771228	FOXJ3	22887	FOXJ3	9606			1505	Snail	6615	SNAI1	9606			1580	balanced	s4_dbTF		post	dbTF		
37305392:9:ZNF575:BAK	RNA sequencing, follow-up western blotting, and qPCR results demonstrated the increase of p53, [TG], and PUMA in [TF]-expressing CRC cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.13219756341537178;0.8492717940810884;0.01853064250353984	ZNF575	284346	ZNF575	9606			1079	BAK	578	BAK1	9606			1062	balanced	s4_dbTF		post	dbTF		
37293163:9:GTF2B:ITGA1	Linc00662 recruites [TF] to activate the transcription of [TG] in a m6A-dependent manner and initiates the formation of focal adhesions through the ITGA1-FAK-Erk pathway, thereby promoting malignant behavior in PC cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0036189488112999516;0.9954110904582144;0.0009699607304857475	GTF2B	229906	Gtf2b	10090			1090	ITGA1	109700	Itga1	10090			1129	balanced	s4_dbTF		post	coTF candidate		
37286538:12:Zfp423:STAT3	TGF-beta inhibited the expression of [TG] and the transcription of ApoD in Schwann cells through [TF].	TRI	REPRESSION	T	TRI	REPRESSION		0.0028392504038096465;0.005368128632401951;0.9917926209637884	Zfp423	94187	Zfp423	10090			1533	STAT3	20848	Stat3	10090			1472	balanced	s4_dbTF		post	dbTF		
37221223:0:ZNF133:L1CAM	[TF] is a potent suppressor in breast carcinogenesis through dampening [TG], a driver for tumor progression.	TRI	REPRESSION	T	TRI	REPRESSION		0.001439756577452958;0.0031375306457146787;0.9954227127768324	ZNF133	7692	ZNF133	9606			0	L1CAM	3897	L1CAM	9606			73	balanced	s4_dbTF		post	dbTF		
37216650:6:FOXG1:BMP	Integrative analyses of RNA and ChIP sequencing data showed that cell cycle regulation and [TG] repression gene ontology categories were over-represented as [TF] targets.	TRI	REPRESSION	F	Not TRI			0.015775459430768933;0.015888077555959123;0.9683364630132719	FOXG1	2290	FOXG1	9606			974	BMP	649	BMP1	9606			909	balanced	s4_dbTF		post	dbTF		
37192271:14:ZNF726:LDLR	Exogenous cholesterol treatment elevated ZNF726 transcript levels while knockdown of [TF] decreased the cholesterol content via downregulating various cholesterol regulatory gene expressions (e.g., SREBF1/2, HMGCoR, [TG]).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.005016475482418363;0.8461598595711036;0.148823664946478	ZNF726	730087	ZNF726	9606			1779	LDLR	3949	LDLR	9606			1912	balanced	s4_dbTF		post	dbTF	mutation	
36876139:6:LEUTX:ZNF280A.	We find [TF] to be a transcriptional activator, upregulating several genes linked to preimplantation development as well as 8-cell-like markers, such as DPPA3 and [TG]	TRI	ACTIVATION	T	TRI	ACTIVATION		0.001976710797749582;0.9970543469962653;0.0009689422059851436	LEUTX	342900	LEUTX	9606			793	ZNF280A.	129025	ZNF280A	9606			949	balanced	s4_dbTF		post	dbTF		
36459980:7:NKX2.4:CLPTM1L	In summary, the UM risk conferred by the 5p locus is at least partly due to rs452384, for which [TF] presents strong differential binding activity and regulates [TG] and TERT expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9965811627039165;0.002044227147332387;0.0013746101487511172	NKX2.4	644524	NKX2-4	9606			1407	CLPTM1L	81037	CLPTM1L	9606			1474	balanced	s4_dbTF		post	dbTF		
36418306:7:SMARCC2:DKK1	Mechanistically, [TF] negatively regulates transcription by dynamically regulating the chromatin structure and closing the promoter region of the target gene [TG], which can be bound by the transcription factor EGR1.	TRI	REPRESSION	T	TRI	REPRESSION		0.01734341537755612;0.010653390400658564;0.9720031942217853	SMARCC2	68094	Smarcc2	10090			762	DKK1	13380	Dkk1	10090			906	balanced	s4_dbTF		post	dbTF		
36407101:8:PCGF2:progesterone receptor	[TF] bound to the promoter of the key ovulation gene [TG] (Pgr) and upregulated the expression of Pgr by targeting the epigenetic modification of H2AK119ub1 after hCG surge.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002548546946741163;0.9961738830835323;0.0012775699697264726	PCGF2	22658	Pcgf2	10090			980	progesterone receptor	18667	Pgr	10090			1034	balanced	s4_dbTF		post	coTF candidate		
36399538:8:TFIIIA:RIG-I	Our work unveils a crucial role for [TF] in transcriptional regulation of a cellular [TG] agonist and shows that GTF3A genetic defects lead to impaired cell-intrinsic anti-HSV-1 responses and can predispose to HSE.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.8234311007811344;0.1742923705999618;0.002276528618903925	TFIIIA	66596	Gtf3a	10090			1160	RIG-I	23586	RIGI	9606			1211	balanced	s4_dbTF		post	dbTF		
36375515:9:Zfp57:FNDC5	Moreover, [TF] overexpression inhibited [TG] expression, and Zfp57 knockdown alleviated the inhibitory effect of palmitate on FNDC5 expression in C2C12 myotubes.	TRI	REPRESSION	T	TRI	REPRESSION		0.0013650537112491182;0.002599904121615822;0.996035042167135	Zfp57	22715	Zfp57	10090			1153	FNDC5	384061	Fndc5	10090			1184	balanced	s4_dbTF		post	dbTF	mutation	
36328445:5:TET1:ApoE	Cd, an established human carcinogen, enhances the invasive capacity of rat liver TRL 1215 cells during malignant transformation by downregulating apolipoprotein E ([TG]), a suppressor of cell invasion, via induction of DNA hypermethylation in its promoter region by the oxidative stress/ten-eleven translocation methylcytosine dioxygenase 1 ([TF])-mediated machinery.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.7944264939662227;0.034573559151523166;0.17099994688225423	TET1	309902	Tet1	10116			839	ApoE	25728	Apoe	10116			661	balanced	s4_dbTF		post	dbTF		
36514923:7:ZNF281:p53	At molecular level, [TF] deficiency altered the expression profile of senescence-associated proteins including [TG], p21, p16, high mobility group AT-hook 1, and phospho-histone H2A.X and telomerase-associated regulatory factors including telomerase reverse transcriptase, telomeric repeat binding factor 1 (TRF1), and TRF2.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9636950847705881;0.01858327589238703;0.017721639337024878	ZNF281	226442	Zfp281	10090			1029	p53	22059	Trp53	10090			1122	balanced	s4_dbTF	p53-ps_to_p53	post	dbTF	mutation	
36747531:4:L3MBTL3:HIF-1alpha	Here, we report [TF] serves as a novel negative regulator of [TG].	TRI	REPRESSION	T	TRI	REPRESSION		0.0014554698345599659;0.003992208383723424;0.9945523217817166	L3MBTL3	84456	L3MBTL3	9606			376	HIF-1alpha	3091	HIF1A	9606			424	balanced	s4_dbTF		post	dbTF		
36729834:7:Zic:Brachyury	Within a [TG] (Bra) enhancer, FoxA and Bra, in combination with [TF] and ETS binding sites, are necessary and sufficient for notochord expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.045365660232701964;0.9528225363583496;0.0018118034089485177	Zic	22771	Zic1	10090			764	Brachyury	6899	TBX1	9606			704	balanced	s4_dbTF		post	dbTF		
37468167:12:SAFB/2:Xist	Neither [TG] nor Polycomb function were dramatically altered in [TF] knockout ESCs.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9799507252136666;0.009882918081737217;0.010166356704596102	SAFB/2	224902	Safb2	10090			1617	Xist	213742	Xist	10090			1561	balanced	s4_dbTF		post	coTF candidate	mutation;negation	
36681680:6:FOXI1:TFCP2L1	[TF] overexpression with knock-down of EPAS1 in the 786-O ccRCC cell line induces transcriptional upregulation of chRCC-specific genes, [TG], ATP6V0D2, KIT, and INSRR, implicating FOXI1 as a MTF for chRCC.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0032166835241314137;0.9955565092843178;0.0012268071915508064	FOXI1	2299	FOXI1	9606			702	TFCP2L1	29842	TFCP2L1	9606			839	balanced	s4_dbTF		post	dbTF	mutation	
36654960:12:GATAD1:SRRM2	Inhibiting [TF] decreased [TG] expression in THCA cells, whereas overexpressing GATAD1 had the opposite result.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0017118116182134337;0.9821255256107422;0.01616266277104445	GATAD1	57798	GATAD1	9606			1289	SRRM2	23524	SRRM2	9606			1306	balanced	s4_dbTF		post	dbTF	mutation	
36648336:2:AHCTF1:nucleoporin	The [TG] (NUP) ELYS, encoded by [TF], is a large multifunctional protein with essential roles in nuclear pore assembly and mitosis.	TRI	UNDEFINED	F	Not TRI			0.9786322302762813;0.017843979948103498;0.0035237897756151535	AHCTF1	25909	AHCTF1	9606			181	nucleoporin	729857	RGPD2	9606			146	balanced	s4_dbTF		post	dbTF		
37511136:7:ZFP296:Ehmt2	According to ChIP-seq analysis, [TF] was also enriched in Trim28, Suv39h1, Setdb1, Kdm4a, and [TG] in the mESC genome.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9907511892689672;0.008284614278685843;0.0009641964523470026	ZFP296	162979	ZNF296	9606			994	Ehmt2	110147	Ehmt2	10090			1058	balanced	s4_dbTF		post	dbTF		
